"project_id","title","description","operating_unit","budget","expense"
"00111114","Promotion of Solar Energy","Formulation Phase of Promotion of Solar Energy in the Improvement of Rural Livelihood to Address Climate Change Project","China","10000.00","3478.00"
"00117353","GEF VI Tourism Project","Managing together: Integrating community-centered, ecosystem-based approaches into forestry, agriculture and tourism sectors","Sri Lanka","10000.00","0.00"
"00123954","Fortalecimiento Oficina Primera Dama","Desarrollar y fortalecer las capacidades institucionales y de gestión de la Oficina de la Primera Dama de la Nación, a través de asistencia técnica relacionada a sus ejes prioritarios","Paraguay","10000.00","9398.00"
"00125423","Política sobre Igualdad de Género en el sector nacional","Reforzar políticas de eficiencia energética y ambiental de una manera inclusiva para generar resiliencia de mujeres","Venezuela","10000.00","1500.00"
"00126876","Capacity Building PSTI P VI","The project aims to enhance the capacity of PSTI to plan, organize and implement international peacekeeping/peace support operation (PSOs) trainings in Africa","Ethiopia","10000.00","0.00"
"00128208","Harnessing Gender Justice into Microfinance for an Inclu","tackling critical gaps on existing initiatives while addressing the new challenges brought by COVID-19 by introducing digital solutions to improve women’s access to justice","Jordan","10000.00","0.00"
"00128613","Capacity Building Initiative for Transparency (PPG)","Strengthen Viet Nam’s capacities to manage data flows and report information adequately to fulfill the enhanced transparency framework of the Paris Agreement requirements","Viet Nam","10000.00","0.00"
"00128988","SDG5-II Project Initiation Plan","The initiation plan will serve as a roadmap for the joint programme document formulation, facilitating the tasks and activities related to deliver the desired output.","Kuwait","10000.00","5625.00"
"00131359","COVID19 Response - Skyeye E-Commerce Solution","Project aims to mitigate local market disruptions caused by the COVID19 Crisis by supporting Sky Eye to scale its existing e-commerce solution through the development of the multilingual interface for the MAUA APP","Samoa","10000.00","0.00"
"00104187","Rural Renewable Energy","Facilitate expansion of rural renewable energy services and productive applications in Myanmar","Myanmar","9500.00","0.00"
"00043284","Somalia Local Governance and Decentralization (SLGD)","The programme supports peace and state building in Somalia by strengthening local governance and improving the ability of district-level local authorities to reach out to their communities and deliver local development.","Somalia","9468.00","0.00"
"00049570","GOUVERNANCE JUDICIAIRE ET SECURITAIRE","Programme d'appui à la Gouvernance sécuritaire et judiciaire en République démocratique du Congo (Programme 2008-2012)","Democratic Republic of Congo","9393.00","9392.00"
"00127398","Creating Better LLL Opportunities through Local Partners","The project will implement the following tools: (1) skills development, (2) skills anticipation and matching and (3) youth and entrepreneurial learning (particularly for youth, women and disadvantaged groups)","Georgia","9356.00","5136.00"
"00129374","Amplifying Youth Voice & Action","The PIP will seek to test and support mechanisms to enable youth participation in decision-making related to their own safety and security as well as generate and lead their own innovative solutions in addressing the challenge of citizen insecurity.","Jamaica","9312.00","0.00"
"00117116","Rule of Law and SDGs in Armenia Reform Agenda","Rule of Law and SDGs in Armenia Reform Agenda.
This project provides a solid basis for UNDP Armenia CO to align key strategic framework with SDG 16, and develop innovative methods for data collection on implementation of SDG 16.","Armenia","9291.00","8172.00"
"00078098","Capacity Building Project for the Ministry of Finance","The project is designed to contribute to the achievement of the SPCF and CPAP outcomes and is targeted at building the capacities of the Ministry of Finance and the UN system in Eritrea to be more effective.","Eritrea","9200.00","11434.00"
"00058444","Fiji HydroChloroFluoroCarbons Phase-Out Management Plan","This project will support government's efforts to phase-out the imports and use of hydrochlorofluorocarbons, HCFCs (an ozone depleting substance) by the commercial sectors.","Fiji","9114.00","-15461.00"
"00063661","Aid for Trade","The project goal is enhancing MTI staff capacities, strengthening dialogue and cooperation between central and local institutions,
assisting private sector in raising productivity, employment and entrepreneurship, and improving livelihoods.","Kosovo (As per UNSCR 1244)","9050.00","8226.00"
"00107211","Institutional Strengthening (12) of National Ozone Unit","The Institutional Strengthening Phase XII (IS12) project provides operational and capacity building support to the National Ozone Unit to implement activities under the Montreal Protocol.","Malaysia","9029.00","9491.00"
"00104989","Fortalecimiento del MFS con enfoque de paisaje","La Comisión Nacional Forestal (CONAFOR), solicitó al Banco Mundial, le permitiera apoyarse del PNUD para la implementación de un proyecto que permitiera fortalecer la implementación del manejo forestal sustentable con enfoque de paisaje.","Mexico","8700.00","1744.00"
"00108203","UNDP Sudan Humanitarian Fund (SHF) 2017 - WASH response","This project has been established in line with UNDP’s role as Managing Agent of the Sudan Humanitarian Fund","Sudan, Republic of the","8577.00","51580.00"
"00121884","Plan de Inicio Golfo Fonseca Resiliente","El propósito es implementar un piloto en una comunidad del Golfo con metodologia de Pequeñas Donaciones para el Diseño del Programa Regional para el fortalecimiento de la gobernanza ambiental y resiliencia en el Golfo de Fonseca (Golfo Resiliente).","Honduras","8510.00","8685.00"
"00046258","Small Grants Programme","Regulatory framework for strengthening environmental management and ensuring sustainable development are introduced.","Armenia","8500.00","6416.00"
"00114450","Emergency Mines Action – Hodeida","Assist in the restoration of normal services; allow access to the infrastructure; reduce injuries and fatalities in Hudaydah.","Yemen","8414.00","57443.00"
"00104159","Addressing Critical Information and coord Gaps for Recov","This project aims to improve the effectiveness og the international crisis response by establishing and availing systematic and critical information on key aspects related to coordinated early recovery interventions","Nigeria","8391.00","-441.00"
"00057808","Gran Ecosistema Marino de la Corriente de Humboldt","Avanzar hacia el manejo con enfoque de ecosistema de la Gran Corriente Marina de Humbold a traves del fortalecimiento de la gobernanza y uso sostenible de los recursos vivos y los servicios del ecosistema.","Peru","8364.00","7573.00"
"00090259","Prioridades del Sector Eléctrico Nacional","Fomentar el uso estratégico de las energías alternativas en Venezuela para dirigir el desarrollo de planes y proyectos para la promoción y el uso de nuevas fuentes de energía alternativas y el uso racional y eficiente de la energía","Venezuela","8290.00","56234.00"
"00095775","Strengthening Capacity-Justice Reform","Strengthening the Capacity of Key National Bodies Responsible for the Effective Implementation of the National Justice Reform Programme","Sao Tome and Principe","8269.00","4085.00"
"00069488","TRANSFERT TECHNOLOGIE - PRODUCTION MATERIAUX ISOLANTS TH","L'objectif du projet est de faciliter le développement d'une production locale de matériaux d'isolation thermique à base de Typha. Il vise à améliorer l'efficacité énergétique dans les techniques de construction en milieu urbain, comme en milieu rural.","Senegal","8225.00","-506.00"
"00045604","Local Governance Support Programme","UNDP-UNCDF Joint Local Governance Support Programme Timor-Leste (LGSP-TL).","Timor-Leste","8065.00","-8064.00"
"00086790","Transitional Justice","Support to development of transitional justice mechanism, aligned with international standards and strengthen the criminal justice system to ensure that the system has the capacity to address conflict-related legal challenges facing Nepal.","Nepal","8000.00","13564.00"
"00114808","PPG - 7th Operational Phase SGP","PPG Seventh Operational Phase of the GEF Small Grants Programme in Costa Rica","Costa Rica","8000.00","38460.00"
"00124451","Support a capacity development programme - IPC124451- FAO CDP 4","Support a capacity development programme (CDP) for enhancing the use of prosperity analysis and planning by FAO and its partners, geared to support specific country processes for achieving SDGs 1 and 2.","Brazil","8000.00","580.00"
"00077221","Sustainable Management of Highly Migratory Fish Stocks i","Sustainable Management of Highly Migratory Fish Stocks in the West Pacific and East Asian Seas.","Philippines","7721.00","1844.00"
"00059432","Secrétariat de laTroïka des partenaires au développement","Le projet vise à mettre en place un secrétariat d'appui à la Troïka dans ses fonctions de représentation et de coordination des partenaires dans leurs relations avec le gouvernement .","Burkina Faso","7612.00","4354.00"
"00061683","Low Emission Capacity Building project","This is a low emission capacity building project. (LECB)","Uganda","7545.00","5308.00"
"00112130","Safe and Responsible Travel Programme","The project is to promote data innovation and policy dialogue regarding disaster preparedness and humanitarian aid for Chinese citizens travelling abroad and raise their awareness of responsible travel.","China","7305.00","5882.00"
"00014955","Justice System Programme","Consolidating the Democratic Rule of Law and Peace through a strong Justice System in Timor-Leste (Revised Justice System Programme)","Timor-Leste","7184.00","26094.00"
"00119472","Acceleration ODD et Agenda 2063","Le  projet vise à bâtir une plateforme solide de partenariat incluant le gouvernement, la société civile, et les PTF sur les objectifs de développement durable et l'agenda 2063 de l'Union africaine pour en accélérer la mise en œuvre.","Gabon","7149.00","-15057.00"
"00108941","Apoyo al MINEA","El Proyecto prevé apoyar al Ministerio para Ecosocialismo y Aguas a mantener su liderazgo en las negociaciones internacionales multilaterales y regionales para posicionarlo en la conservación y el uso responsable de los recursos ambientales","Venezuela","7068.00","62045.00"
"00114436","Fiscalia Provincia de Rio Negro","Fortalecimiento Institucional de la Fiscalía de Investigaciones Administrativas de Río Negro”","Argentina","6791.00","5373.00"
"00099471","Chemotherapy treatment daycare center","Enhancing Access to Cancer Care in Jerusalem- Construction of a therapeutic garden for the OFID Department of Chemotherapy at the Augusta Victoria Hospital.","Prog for Palestinian People","6717.00","105.00"
"00068057","2KEN012/205 Integrated support to Devolution","2KEN012/205 Making Devolution work: An Integrated UNDP support programme to the devolution process in Kenya (2014-2018)","Kenya","6701.00","-3358.00"
"00066740","Building a Nation:Sint Maarten National Development Plan","Building a Nation: Sint Maarten National Development Plan & Institutional Strengthening project will support the strengthening of institutional capacities for national development and nation building by delivering a National Vision and Development Plan","Trinidad and Tobago","6700.00","19922.00"
"00117072","Global Fund - MOHSP SAA","The Global Fund (GF) is supporting a combined HIV/TB grant in the country in investing for impact against tuberculosis and HIV aiming to maintain the same low levels of TB and HIV epidemics.","Albania","6525.00","6525.00"
"00082143","Sustainable Management of Namibia's Forested Lands (NAFO","Current dry forests and the ecosystem goods and services in 13 Community Forests maintained through legalization of Community Forests. Adaptation of Sustainable Land and Forest Management supported.","Namibia","6500.00","242741.00"
"00071530","Projet pour les Service Communs en  Union des comores","C'est la gestion  des services communs que bénéficie toutes les agences résidentes et non residentes du Système des Nations Unies aux Comores.","Comoros","6365.00","5987.00"
"00124383","Sello de Igualdad  Equipares","Programa de certificacion que reconoce a las empresas y organizaciones que adoptan un sistema de gestion de igualdad de genero como herramienta para identificar y cerrar brechas de genero.","Colombia","6300.00","0.00"
"00082764","China-Ghana South-South Cooperation on Renewable Energy Technology Transfer","The project will facilitate exchange of renewable energy expertise and technology between China and Ghana, building on China’s unique development experience.","Ghana","6286.00","6542.00"
"00090557","Response to Violence Against Women","Changing normative framework, institutional practices and behaviors related to violence against women and girls","Serbia","6253.00","-1948.00"
"00097149","RAESRenforcement de l'autorite de l Etat Sud  Madagascar","Il s'agit de renforcer la présence de l'Etat dans la zone d'intervention et d'y restaurer l'état de droit afin d'améliorer la confiance de la population envers les autorités étatiques.(projet RAES)","Madagascar","6192.00","45949.00"
"00110499","South Sudan Humanitarian Fund - SSHF 2018 SA1 MA/NGOs","This project has been established in line with UNDP’s role as Managing Agent of the South Sudan Humanitarian Fund/Country Based Pooled Fund as detailed in the SSHF/CBPF’s Terms of Reference.","South Sudan, Republic of","6177.00","66262.00"
"00112101","SDN 2018 Sudan Humanitarian Fund (SHF) UNDP-NGOs-2","SDN 2018 UNDP Sudan Humanitarian Fund (SHF) UNDP-NGOs-2 project serves to contract with and disburse funds to NGOs, for SHF allocations","Sudan, Republic of the","6162.00","-1868.00"
"00085367","Support to the Federal State Formation Process/StEFS","The project provides immediate, short- and medium-term assistance to the Federal Government of Somalia (FGS) to facilitate state formation and federalism processes, as well as to emerging states to establish basic functional capacity.","Somalia","6149.00","1459.00"
"00111946","ISD Pipeline Development","Development of concept notes or Project Identification Forms (PIFs) for Global Environment Facility 7. The Department of Environment and Natural Resources has requested UNDP’s support in the formulation of the national portfolio of projects.","Philippines","6071.00","27060.00"
"00106602","Projet Intégré Développement Durable Communes","L'objectif général est de promouvoir le développement durable à travers un processus intégré et participatif conduisant à l'amélioration des conditions de vie des populations.","Benin","6000.00","5998.00"
"00130987","Agencia Desarrollo Local Economico Local","Promover una visión compartida del desarrollo económico territorial a través de identificar y maximizar el potencial del Ariari, articular los sectores público, privado y social","Colombia","5850.00","0.00"
"00107310","Kiribati Energy Roadmap (PPG)","Overall, the project targets to design and develop the Project Document and CEO Endorsement Request Document for the Kiribati Promoting Outer Island Development through the Integrated Energy Roadmap (POIDIER) by March 2019.","Kiribati","5765.00","-1243.00"
"00103973","Seguridad informática de la ASI","Contribución al Fortalecimiento del Centro de Ciber-seguridad BA-CSIRT de la Agencia de Sistemas de Información del GCABA.","Argentina","5706.00","268.00"
"00077491","Piso Proteccion Social y Genero","El objetivo principal es contribuir a la redefinicion de proteccion social que considere la desigualdad de las personas tanto en terminos socioeconomicos y de genero","Dominican Republic","5645.00","0.00"
"00056620","Electricity Sector Reconstruction Project in Kurdistan","Electricity Sector Reconstruction Project in Kurdistan to improve the transmission and distribution network","Iraq","5565.00","774.00"
"00075685","FAIR-Facilitating Access to Infrastructure  Resilience","The FAIR programme is a multi-donor platform which aims to empower and strengthen national institutions to plan and deliver essential public and social Infrastructure in ‘Area C’ and East Jerusalem","Prog for Palestinian People","5497.00","5774.00"
"00115560","Engaging Communities to Access and Effectively Manage Dr","Engaging Communities to Access and Effectively Manage Drinking Water Supply System in Rural Tajikistan","Tajikistan","5439.00","24443.00"
"00065016","Develop Effectiveness","Ressource allocations for DEVEF","Guinea-Bissau","5318.00","5318.00"
"00108122","Dinaric Karst Aquifer System SAP - PPG","Implementation of the SAP of the Dinaric Karst Aquifer
System: Improving Groundwater Governance and
Sustainability of Related Ecosystems","Regional Center – Istanbul","5257.00","4069.00"
"00070803","Policy and Capacity Development Facility","In the UN programme (UNDAF), the UN has committed to work more in the upstream in providing policy and capacity development support.","Mozambique","5230.00","0.00"
"00099233","Nauru SMARTEN PPG","Overall, the project targets to design and develop the Project Document and CEO Endorsement Request Document for the Supporting the Mainstreamed Achievement of Roadmap Targets on Energy in Nauru (SMARTEN) by November 2019.","Nauru","5000.00","28548.00"
"00107484","Enhancing capacities of Golubovci","Enhancement of the infrastructural and administrative capacities of City District Golubovci","Montenegro","5000.00","751.00"
"00117499","UNRC Coordination Project","The UN Cares programme in Namibia is part of the Worldwide UN Workplace Programme aimed at reducing the negative impact of HIV and AIDS among UN staff members and their families.","Namibia","5000.00","4914.00"
"00119478","Appui à la communication institutionnelle","Projet institutionnel d’appui à la Communication, à la Formation, à la Documentation et au Partage de connaissances","Mauritania","5000.00","3199.00"
"00106466","Dominica Post-Hurricane Maria Recovery Project","To address national and local capacities enhanced for the implementation and management  of post-Maria recovery efforts; and productive and human capacities and livelihoods opportunities restored for resilient economic recovery of affected communities","Dominica","4979.00","4979.00"
"00083925","Tamkeen-Renforcement des capacités de la société civile","Tamkeen, pour la promotion de la citoyenneté, le renforcement de la cohésion sociale et de la société civile","Tunisia","4938.00","-4239.00"
"00061752","Phasing out-Hydro chlorofluorocarbons","The objectives of this project are to phase-out HCFC 141b thus contributing to Sri Lanka's compliance with 2013 and 2015 control targets for HCFCs.","Sri Lanka","4750.00","-5802.00"
"00098381","HCFC Phase out Management Plan, stage II","The project forms an integral component of HCFC Phase-out Strategy of Armenia and includes a plan
for achieving Armenia’s compliance targets as per Decision XIX/6 of the Montreal Protocol.","Armenia","4684.00","3446.00"
"00119819","Fortalecimiento Gestión del Gobierno","Fortalecimiento de la Gestión Estratégica del Gobierno con el objetivo de fortalecer las capacidades técnicas, de gestión y de coordinación de la Unidad de Gestión de la Presidencia de la República","Paraguay","4642.00","19417.00"
"00129705","Support to Continuous Unemployed Learning","Support to Continuous Unemployed Learning (SCUL)","Albania","4480.00","0.00"
"00091323","Renewable energy for All – Gaza Strip","The project will provide renewable energy using PV cells within the health sector. Several public hospitals will be supplied with solar systems and energy efficiency in addition to management system.","Prog for Palestinian People","4413.00","0.00"
"00085741","Third National Communication","Third National Communication is to prepare and submit the Third National Communication to UNFCCC.","Sri Lanka","4400.00","4370.00"
"00103395","Cross-border cooperation between Cote D'Ivoire and Liberia for Sustainalbe Peace and Social Cohesion","Renforcement de la coopération transfrontalière entre la Côte d'Ivoire et le Libéria en matière de cohésion sociale et de sécurité.","Côte d’Ivoire","4376.00","37.00"
"00065172","Enabling Regions X and XI to Cope with Climate Change","The Project will address the institutional capacity and individual competency gaps on climate/disaster risk management of key players in priority cities and municipalities","Philippines","4294.00","43163.00"
"00020162","Organizational Effectiveness towards Development Outputs","Organizational Effectiveness towards Development Outputs","Evaluation Office","4159.00","15436.00"
"00108094","MRDLG Enterprise Content Management System","Development of Enterprise Content Management System (ECM) for the Ministry of Rural Development and Local Government (MRDLG)","Trinidad and Tobago","4152.00","12384.00"
"00097063","Programa conjunto de paz para generación post-conflicto-","Fortalecer y consolidar mecanismos de protección y atención  de derechos a personas afectadas por distintas manifestaciones de violencia, por medio de la participación, el diálogo y el fortalecimiento institucional. (OIM; ACNUR, ALTO Comisionado, PNUD)","El Salvador","4094.00","16488.00"
"00116234","Enhancing National Capacities for AGP II","To contribute to the agricultural transformation agenda through strengthening agricultural  development institutions for   increased agricultural productivity and commercialization.","Ethiopia","4062.00","4060.00"
"00077645","Sustainable Land Management in Ngamiland","Mainstreaming SLM in Rangeland areas of Ngamiland District landscapes for improved livelihoods","Botswana","4000.00","149848.00"
"00079521","Green Commodities Programme","Reduce environmental impacts from agricultural commodities productions increasing economic opportunities for developing countries in particular low-income commodity producers, from supply chain trade, institutionalizing support for sustainable production","Panama Regional Center","3964.00","-2608.00"
"00042902","Implementation support of the United Nation Country Team Work Plan in Burundi","Appui a la mise en œuvre du plan de travail du UNCT/RCO et au fonctionnement du Bureau du Coordonnateur Resident","Burundi","3792.00","-24141.00"
"00057405","Climate Change Programme","United Nations Climate Change Programme Support to Government of Papua New Guinea","Papua New Guinea","3760.00","668.00"
"00113888","Spotlight Argentina - Pre funding","Iniciativa Spotlight para la reducción del femicidio y eliminación de la violencia contra las mujeres y niñas en la Argentina.","Argentina","3487.00","2903.00"
"00108400","8PBF Crossborder Project","Le projet a pour objectifs (i) d’exploiter davantage les synergies entre les agences des Nations Unies qui mènent actuellement les activités de prévention de l’extrémisme violent, (ii) d’élargir ces activités pour constituer un partenariat transfrontière","Chad","3469.00","0.00"
"00068722","Support for the Electoral Cycle in Jordan (2012 - 2015)","Technical assistance to IEC to conduct fair, credible and transparent elections, support the IEC and the Jordanian judiciary to institutionalize a comprehensive electoral dispute resolution mechanism","Jordan","3406.00","0.00"
"00104453","Sustaining Peace & Community Cohesion","Envisaging and Operationalizing a Sustaining Peace Platform. This will support to enhance resilience to violence and conflict as the country navigates complex, multisectoral challenges of its transformation at both national and subnational levels.","Myanmar","3263.00","56335.00"
"00088557","2015 Advancing Anti-corruption Efforts in Thailand","Advancing Anti-corruption Efforts in Thailand - A Multifaceted Approach (AAA) Project.","Thailand","3257.00","3266.00"
"00089589","Timor-Leste's Youth Wellbeing Report","Timor-Leste's National Human Development Report - Youth Well being and Demographic Dividend - A collaboration project between the Gov of  Timor-Leste, UNDP and Flinders University, Australia.","Timor-Leste","3244.00","4538.00"
"00106034","GEF 6 - MARINE ECOSYSTEM","The objective of the GEF PPG is to develop the project concept into a full project.","Cape Verde","3102.00","0.00"
"00064014","Plan de Eliminación Hidroclorofluorocarbonos","Implementación del Plan de Eliminación de Hidroclorofluorocarbonos para iniciar un proceso sostenible de aplicación de los compromisos asumidos con el Protocolo de Montreal, en el marco de las políticas nacionales.","Paraguay","3069.00","1457.00"
"00094295","PPG Stimulating Progress towards Rural Electrification","Project Preparatory Grant-Stimulating Progress towards Improved Rural Electrification in Solomon Islands (SPIRES)","Solomon Islands","3037.00","0.00"
"00106033","Engagement Facility Curacao","To deliver upstream policy and knowledge/innovation results to the Government of Curacao","Curacao","3037.00","3016.00"
"00044494","Poverty Reduction for Ethnic Minorities in China","The project aims to alleviate poverty for Ethnic Minorities in Chinia through promotion of culture based traditions. It provides alternative livelihood and opportunities to ethnic minority communities through innovative products development.","China","3000.00","1297.00"
"00066569","Rehabilitation and Reconstruction of health premises","The India, Brazil and South Africa Facility for Poverty and Hunger Alleviation constitute a pioneer and unique initiative to enhance South-South cooperation for the benefit of nations of the South.","Prog for Palestinian People","3000.00","2134.00"
"00080438","Institutional and Capacity Support to the Parliament of Afghanistan (ICSPA)","Institutional and Capacity Support to the Parliament of Afghanistan (ICSPA) assists the parliament of Afghanistan in self assessment and development of reform action plan.","Afghanistan","3000.00","24636.00"
"00058277","P1 - Construction of the Jericho Agro-Industrial Park","Support to the construction of the Jericho Agro Industrial Park - Stage I. This project includes several phases and projects.","Prog for Palestinian People","2950.00","13950.00"
"00090258","A Bottom Up Approach to Access and Benefit Sharing","A Bottom-up approach to ABS : Community level capacity development for successful engagement in ABS value chains in Cameroon.","Cameroon, Republic of","2933.00","-15662.00"
"00100730","APPUI FORMATION CONTINUE DE LA POLICE NATIONALE","Le présent projet est la contribution du PNUD et de ses partenaires (JICA, UNPOL, MEMIS), à la réponse au défi de la sécurité et de la cohésion sociale. Il vise à contribuer au renforcement du professionnalisme de ceux-ci par la formation continue.","Côte d’Ivoire","2889.00","-10.00"
"00047345","Capacity Development for Effective Delivery","Enhance the capacity of the Country Office as well as national and sub national institutions to design and effectively and efficiently coordinate, implement, monitor and evaluate development plans","Ethiopia","2830.00","0.00"
"00121983","Apoyo a la SEN en respuesta a Incendios Forestales Chaco","Apoyo a la SEN en actividades logísticas para el operativo de prevención contra incendios forestales en el Chaco Norte.","Paraguay","2808.00","1166.00"
"00107030","Project Pipeline Development","Support to Project Pipeline Development and Innovative Business Ideas in Climate Change and Environment","Viet Nam","2732.00","40800.00"
"00090124","Expanding and enhancing quality TB prevention, care and control services in South Sudan.","Expanding and enhancing quality TB prevention, care and control services in South Sudan.","South Sudan, Republic of","2721.00","41594.00"
"00089233","Returned Migrants in Jamaica","This project seeks to strengthen the policy, legislative and institutional framework that guides the management and treatment of IRMs in Jamaica.","Jamaica","2712.00","29383.00"
"00087580","Promoting Cross-border Cooperation through effective man","Promoting Cross-border Cooperation through effective management of Tajikistan’s border with Afghanistan","Tajikistan","2672.00","0.00"
"00093840","Maldives - Direct Project Costs","Maldives - Direct Project Costs","Maldives","2640.00","0.00"
"00069372","Managing Agent of the Sudan Humanitarian Fund - Mine action","UNDP Common Humanitarian Fund (CHF) 2010. This project has been established in line with UNDP’s role as Managing Agent of the Sudan Humanitarian Fund.","Sudan, Republic of the","2550.00","128.00"
"00099472","Right to Education in JRS II","The project seeks to tackle the chronic quality education challenges in East Jerusalem including sector fragmentation and addressing the needs for ensuring continuous operation and sustainability of the Palestinian education system in the City.","Prog for Palestinian People","2547.00","0.00"
"00058208","APPUI REDUCTION PAUVRETE/Objectifs millenaire pour developpement","Programme d'appui à la réduction de la pauvreté et à la réalisation des objectifs de developpement du millénaire pour le développement-OMD","Côte d’Ivoire","2508.00","2508.00"
"00065369","Gouvernance, politique de gestion des ressources Marines","Le projet visee la réduction de la pauvreté et lerenforcement de la sécurité alimentaire des communautés côtières de l’écorégion WAMER","Senegal","2490.00","-39.00"
"00107476","Outils Prévention et Gestion des Conflits","Appui à la pérennisation des outils de prévention et de gestion des conflits en Côte d'Ivoire","Côte d’Ivoire","2475.00","-1.00"
"00057913","Decision Support System for Water Resources Planning","Decision Support System for Water Resources Planning in Iraq
The Ministry of Water Resources makes effective use of DSS as a comprehensive and effective tool in decision making, taking the various sectors into consideration.","Iraq","2470.00","0.00"
"00089990","Capacity - Railroad and Public Transportation (RPTA)","A UNDP unit will be established to support the modernization of the Railway and Public Transportation Authority (RPTA). The unit will also ensure sustainability of its work by transferring knowledge and capacities to the authority’s administration.","Lebanon","2346.00","2346.00"
"00096815","Facility for Upstream Engagement","Facility for provision of advisory and technical services for policy reform leading to creation of options for economic growth.","eSwatini","2330.00","3024.00"
"00102454","Gestion des coûts directs du Projet (DPC) du Bureau CMR","Projet de Mise en place d’un mécanisme de gestion des coûts directs du Projet (DPC)","Cameroon, Republic of","2330.00","3676.00"
"00118215","PIMS6244 Asia Disability AF","Overall the project will build the capacity of the participant countries to take effective actions to improve the resilience of persons with disabilities to climate change and climate related disasters","Bureau Policy & Prog Support","2312.00","7003.00"
"00050123","Emergency Supply & Advanced Plan for Early Recovery-Gaza","Emergency Supply & Advanced Plan. for Early Recovery-Gaza.  This project aims to support advanced UN ER co.ord. and inter-agency programming, for comprehensive and multi-stakeholders.","Prog for Palestinian People","2300.00","0.00"
"00104203"," Première Allocation Standard 2017 - Province de Maniema DRC-FH/MUS NGO’s 2017 (4)","Première Allocation Standard 2017 - Province de Maniema en republique democratique du congo (allocation d'urgence)","Democratic Republic of Congo","2293.00","0.00"
"00112672","SDG Based Innovation Fund","The project will support entrepreneurial start-ups and existing businesses that are making meaningful progress towards the achievement of Sustainable Development Goals (SDGs) through sustainable and smart business solutions.","eSwatini","2292.00","2292.00"
"00110962","DRC-FH/PROT3 NGO's 2018","UR Février 2018 - Assistance aux populations affectées par les crises dans les zones L3 et Non-L3","Democratic Republic of Congo","2226.00","2012.00"
"00076034","South Sudan CHF MA/NGO Round 2","South Sudan Common Humanitarian Fund (South Sudan CHF) Management Agent/NGO execution -2013 round2","South Sudan, Republic of","2000.00","0.00"
"00102757","Support to stabilisation and recovery","Support to stabilisation, socio-economic recovery and prevention of radicalization of vulnerable populations through access to employment and social services in conflict-affected communities","Central African Republic","2000.00","236.00"
"00114894","Strengthening capacities of Danilovgrad","Strengthening capacities for effective service delivery in the municipality of Danilovgrad","Montenegro","2000.00","649.00"
"00058382","Support to the Health Sector in Limpopo Phase IV","Support the Department of Health in Limpopo to improve access to quality of health care and service delivery through the recruitment of volunteer health professionals from abroad to address the delivery level problems in hospitals around the province.","South Africa","1971.00","0.00"
"00115191","Prevention Platform For PVE","The project was designed to ensure civil society support for and engagement in the implementation of a National Strategy for Prevention of Violent Extremism (PVE) in Jordan.","Jordan","1959.00","-1965.00"
"00098884","Programme Genre","Programme visant à compiler les différentes initiatives ciblant spécifiquement l'égalité des genres et l'autonomisation des femmes","Tunisia","1921.00","-183.00"
"00073898","Developing Disaster Risk Management Capacities in Iraq","The Project has been developed to enable the different levels of Iraqi government and communities to reduce losses and damages from natural and human-induced disasters by adopting effective mitigation and preparedness approaches","Iraq","1901.00","1901.00"
"00082882","Promoting Water and Sanitation Access","It is a Joint Programme designed to provide capacities and maximize the available opportunities to upscale and replicate earlier initiatives on water governance to complement ongoing national government’s hard infrastructure programs on water.","Philippines","1897.00","-6793.00"
"00046953","Support Constructions in Basrah Children Hospital","Support to the Construction of the Basrah Children Hospital","Iraq","1767.00","125.00"
"00090462","Environmental Impact Assessment","Environmental Impact Assessment in Ukraine – 
Preparatory support to the launch of the National Registry","Ukraine","1722.00","1232.00"
"00079409","Energy generation NAMA","The Project is to introduce energy sector bottom-up data collection process for GreenHouse Gas (GHG) inventorying process, systematic prioritization process of energy NAMAs, MRV (Monitor, Report and Verify) for energy sector mitigation actions.","Sri Lanka","1700.00","91084.00"
"00082573","Preparación Fondo Verde Clima","Fortalecimiento de capacidades del país para acceso a financiamiento climático a gran escala","El Salvador","1549.00","985.00"
"00097341","Fortalecimiento del Observatorio Argentino de Drogas","El objetivo del Proyecto es fortalecer el Observatorio Argentino de Drogas y los Observatorios provinciales para la producción de datos locales y nacionales a partir de indicadores consensuados que brinden información científica, válida y comparable.","Argentina","1522.00","1522.00"
"00107972","IP Niemen-Bug","Development of a full-fledged project “Fostering multi-country cooperation over conjunctive surface and groundwater management in the Bug and Neman Transboundary River Basins and the underlying aquifer systems”","Belarus, Republic of","1505.00","1504.00"
"00123906","Cooperación Sur Sur y Triangular","Creación de un Fondo Nacional de Cooperación Sur –Sur, como un instrumento estratégico para apoyar las iniciativas de cooperación horizontal que ofertan y demandan diversas instituciones públicas en el Ecuador.","Ecuador","1500.00","0.00"
"00106074","PROMOTION DE LA SECURITE COMMUNAUTAIRE DANS LE LIPTAKO","Ce projet a pour objectif de promouvoir la sécurité communautaire et la cohésion sociale dans la région Liptako-Gourma (Mali, Niger, Burkina Faso).","Niger","1466.00","2446.00"
"00087440","Land Degradation Offset and Mitigation in Western Mongol","This project will assist the Government of Mongolia to reduce negative impacts of mining on rangelands in the western mountain and steppe region.","Mongolia","1418.00","1418.00"
